Dataset 1,Dataset 2,Lag months,Pearson,Spearman,Overlapping observations,Aligned start,Aligned end,Zero lag pearson,Absolute gain over zero,Category 1,Category 2,First variable timing
Real Personal Income excluding transfers,M2 Money Supply,1,-0.11399372158496171,0.12845683693473656,809,1959-03-01,2026-07-01,-0.09787999798329,0.01611372360167171,Growth / Activity,Policy / Liquidity,precedes second
Real Personal Income,PCE Price Index,0,-0.11248546977502082,-0.2533493619295003,810,1959-02-01,2026-07-01,-0.11248546977502082,0.0,Growth / Activity,Inflation,same month
Labor Force Participation Rate,Producer Prices — All Commodities,0,0.11147308787497079,0.05294236390864601,941,1948-02-01,2026-08-01,0.11147308787497079,0.0,Labor,Inflation,same month
Nonfarm Payroll Employment,Core PCE Price Index,0,0.11108595353936164,0.1157546063650173,810,1959-02-01,2026-07-01,0.11108595353936164,0.0,Labor,Inflation,same month
PCE Price Index,Federal Funds Rate,-12,0.11100010152477291,0.12428796674971376,810,1958-02-01,2025-07-01,0.08193747628977026,0.02906262523500265,Inflation,Policy / Liquidity,follows second
Building Permits,Producer Prices — All Commodities,-2,-0.11056396037151198,-0.08571787700145155,799,1959-12-01,2026-06-01,0.05338068708480423,0.05718327328670775,Growth / Activity,Inflation,follows second
Producer Prices — All Commodities,Federal Funds Rate,-1,0.10997999891417311,0.11974436167010931,864,1954-08-01,2026-07-01,0.09194567666688688,0.018034322247286225,Inflation,Policy / Liquidity,follows second
Housing Starts,Producer Prices — Final Demand,-7,-0.10861746702082936,-0.13956125830684213,194,2009-12-01,2026-01-01,0.1065529212839338,0.0020645457368955594,Growth / Activity,Inflation,follows second
Real Personal Income,Total Bank Reserves,3,-0.10817017078154584,-0.04732553410482837,807,1959-05-01,2026-07-01,0.06715270331468451,0.04101746746686133,Growth / Activity,Policy / Liquidity,precedes second
Core PCE Price Index,Total Capacity Utilization,4,-0.10767015628754148,-0.04994382318810018,714,1967-02-01,2026-07-01,0.02593637978763082,0.08173377649991066,Inflation,External / Structural,precedes second
Housing Starts,Federal Funds Rate,-2,-0.10718067065200634,-0.11792746536949258,811,1958-12-01,2026-06-01,-0.0057369504158491895,0.10144372023615715,Growth / Activity,Policy / Liquidity,follows second
Average Weekly Hours — Manufacturing,Consumer Credit,4,-0.10646127270133787,0.03407837750855114,1002,1943-02-01,2026-07-01,0.03945714955657229,0.06700412314476559,Labor,Credit,precedes second
Average Hourly Earnings — Total Private,Total Bank Reserves,0,0.10484167485085241,-0.03714445089717931,244,2006-04-01,2026-07-01,0.10484167485085241,0.0,Labor,Policy / Liquidity,same month
Real Personal Income excluding transfers,Federal Funds Rate,0,0.10442080811621254,0.16202945526879672,810,1959-02-01,2026-07-01,0.10442080811621254,0.0,Growth / Activity,Policy / Liquidity,same month
Real Personal Income excluding transfers,Core CPI,-3,-0.1029692126280207,-0.08041595920392008,808,1958-11-01,2026-04-01,-0.00014128233689594013,0.10282793029112476,Growth / Activity,Inflation,follows second
Industrial Production,Core PCE Price Index,-4,-0.09925393527228206,-0.05175570560469357,806,1959-02-01,2026-03-01,0.01994388587455523,0.07931004939772683,Growth / Activity,Inflation,follows second
Real Personal Income,Housing Starts,-1,-0.09907670423010145,0.021741340420303217,809,1959-02-01,2026-06-01,0.08770072912591002,0.01137597510419143,Growth / Activity,Growth / Activity,follows second
Labor Force Participation Rate,CPI All Items,6,0.09801867293352523,0.10280313483479557,933,1948-08-01,2026-08-01,0.09400078154167267,0.00401789139185256,Labor,Inflation,precedes second
Housing Starts,CPI All Items,-2,-0.0976805148576864,-0.0881298386286149,809,1958-12-01,2026-06-01,0.0018846180309978686,0.09579589682668854,Growth / Activity,Inflation,follows second
Real Personal Income,Building Permits,-6,0.0968026321129761,0.09429106649102711,792,1960-02-01,2026-01-01,0.0027985432061926004,0.0940040889067835,Growth / Activity,Growth / Activity,follows second
Real Personal Income,Core CPI,0,-0.0952650538055715,-0.057265420354020394,808,1959-02-01,2026-07-01,-0.0952650538055715,0.0,Growth / Activity,Inflation,same month
Housing Starts,Producer Prices — All Commodities,-4,-0.09439353437675715,-0.103539505929777,811,1958-10-01,2026-04-01,0.025918768859365164,0.06847476551739198,Growth / Activity,Inflation,follows second
Labor Force Participation Rate,Total Bank Reserves,0,-0.09438631312430584,-0.03982795363947908,808,1959-02-01,2026-07-01,-0.09438631312430584,0.0,Labor,Policy / Liquidity,same month
Real Personal Income,Core PCE Price Index,0,-0.09435919993961463,-0.14702475174111315,810,1959-02-01,2026-07-01,-0.09435919993961463,0.0,Growth / Activity,Inflation,same month
Manufacturing Production,Core PCE Price Index,-4,-0.09341132302055348,-0.014302866298155541,654,1971-10-01,2026-03-01,0.05919213730774413,0.03421918571280935,Growth / Activity,Inflation,follows second
Average Weekly Hours — Manufacturing,CPI All Items,-6,-0.09148110181667496,-0.09645941448996448,947,1947-02-01,2026-02-01,0.05561853513873445,0.03586256667794051,Labor,Inflation,follows second
Average Weekly Hours — Manufacturing,Core CPI,-2,-0.0893985709267426,-0.09405109559169143,831,1957-02-01,2026-06-01,0.03990204081712138,0.04949653010962122,Labor,Inflation,follows second
Housing Starts,Total Bank Reserves,0,-0.08742604912591043,-0.03325619714116369,810,1959-02-01,2026-07-01,-0.08742604912591043,0.0,Growth / Activity,Policy / Liquidity,same month
Core CPI,Total Bank Reserves,-1,-0.08726251920901056,-0.01345691989935782,808,1959-02-01,2026-07-01,-0.08433507502020099,0.0029274441888095665,Inflation,Policy / Liquidity,follows second
Real Personal Income excluding transfers,Core PCE Price Index,0,-0.08679465841345431,-0.15613211714379377,810,1959-02-01,2026-07-01,-0.08679465841345431,0.0,Growth / Activity,Inflation,same month
Core PCE Price Index,Federal Funds Rate,-10,0.08591427233037038,0.11538131211950131,810,1958-04-01,2025-09-01,0.05645067771833692,0.02946359461203346,Inflation,Policy / Liquidity,follows second
Federal Funds Rate,Total Bank Reserves,-1,-0.08510825272516204,-0.08209446298165286,810,1959-02-01,2026-07-01,-0.0731511530111773,0.011957099713984731,Policy / Liquidity,Policy / Liquidity,follows second
Unemployment Rate,PCE Price Index,-12,0.08486052897782526,0.13096773423718752,797,1959-02-01,2025-08-01,-0.07272971113097405,0.012130817846851202,Labor,Inflation,follows second
Housing Starts,Core CPI,-2,-0.08469253094654028,-0.0544000507544892,809,1958-12-01,2026-06-01,-0.0332004985297744,0.05149203241676588,Growth / Activity,Inflation,follows second
Housing Starts,PCE Price Index,-2,-0.08362118388362583,-0.06684984687130481,809,1959-02-01,2026-06-01,0.014042380798450545,0.06957880308517528,Growth / Activity,Inflation,follows second
Unemployment Rate,Core CPI,-2,0.0831318754412398,0.08508971723887755,829,1957-02-01,2026-06-01,-0.06615028315456073,0.016981592286679073,Labor,Inflation,follows second
Average Weekly Hours — Total Private,Federal Funds Rate,10,-0.07865203507703246,-0.018512969053955768,235,2007-02-01,2026-08-01,0.03734048246210276,0.0413115526149297,Labor,Policy / Liquidity,precedes second
Building Permits,Core PCE Price Index,-2,-0.07379790153879891,-0.05174406364817113,799,1959-12-01,2026-06-01,-0.014925697569105665,0.05887220396969324,Growth / Activity,Inflation,follows second
Average Weekly Hours — Manufacturing,PCE Price Index,-3,-0.07086693744912148,-0.07989362367909365,808,1959-02-01,2026-05-01,0.05404745165755599,0.01681948579156549,Labor,Inflation,follows second
Unemployment Rate,Core PCE Price Index,-4,0.06683347944507317,0.06333118894910152,805,1959-02-01,2026-04-01,-0.057266907168516554,0.00956657227655662,Labor,Inflation,follows second
Average Weekly Hours — Manufacturing,Core PCE Price Index,-3,-0.06667611183398386,-0.06682478217656021,808,1959-02-01,2026-05-01,0.020017219070176853,0.04665889276380701,Labor,Inflation,follows second
Housing Starts,Core PCE Price Index,-2,-0.05989018534451729,-0.0546025869654471,809,1959-02-01,2026-06-01,0.0024779911633205057,0.05741219418119678,Growth / Activity,Inflation,follows second
Labor Force Participation Rate,Federal Funds Rate,-4,0.05629760428184036,0.03707618582145108,859,1954-08-01,2026-04-01,0.04719375235939422,0.009103851922446136,Labor,Policy / Liquidity,follows second
Real Personal Income,Federal Funds Rate,-12,-0.0380565253131225,-0.05045373473107094,810,1958-02-01,2025-07-01,0.01061794334971217,0.02743858196341033,Growth / Activity,Policy / Liquidity,follows second
