Dataset 1,Dataset 2,Category 1,Category 2,Valid windows,First window end,Last window end,Latest window end,Latest correlation,Latest paired observations,Minimum correlation,Maximum correlation,Observed range
CPI All Items,Core PCE Price Index,Inflation,Inflation,752,1964-01-01,2026-08-01,2026-08-01,0.5495178596829386,57,-0.15334190266925374,0.8227719225666889,0.9761138252359426
CPI All Items,Producer Prices — Final Demand,Inflation,Inflation,142,2014-11-01,2026-08-01,2026-08-01,0.6866885104020796,58,0.46181252733742745,0.7510926480310605,0.289280120693633
CPI All Items,Producer Prices — All Commodities,Inflation,Inflation,896,1952-01-01,2026-08-01,2026-08-01,0.7082534675555838,58,-0.026725660548692604,0.8491626692605393,0.8758883298092319
CPI All Items,Commercial & Industrial Loans,Inflation,Credit,896,1952-01-01,2026-08-01,2026-08-01,0.33088613764948704,58,-0.7442933946604026,0.6114418621565106,1.3557352568169132
CPI All Items,Consumer Credit,Inflation,Credit,896,1952-01-01,2026-08-01,2026-08-01,0.19599989503514165,57,-0.3703877559303649,0.6018370084821995,0.9722247644125643
CPI All Items,Federal Funds Rate,Inflation,Policy / Liquidity,806,1959-07-01,2026-08-01,2026-08-01,0.12772010457771094,58,-0.27079836004001984,0.7786486961435813,1.0494470561836011
CPI All Items,Total Bank Reserves,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.19725641344643355,57,-0.7409868297994948,0.2635877879941358,1.0045746177936306
CPI All Items,M2 Money Supply,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,0.10526239438988541,57,-0.7000491105026737,0.31035939241031674,1.0104085029129903
CPI All Items,Total Capacity Utilization,Inflation,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,0.2055177430813913,57,-0.39590882731019944,0.6645720550655079,1.0604808823757073
Core CPI,PCE Price Index,Inflation,Inflation,752,1964-01-01,2026-08-01,2026-08-01,0.6164598463639999,57,-0.13259465272066248,0.7680702214385964,0.9006648741592589
Core CPI,Core PCE Price Index,Inflation,Inflation,752,1964-01-01,2026-08-01,2026-08-01,0.7463750378199662,57,-0.15130826212982795,0.8705375101038405,1.0218457722336685
Core CPI,Producer Prices — Final Demand,Inflation,Inflation,142,2014-11-01,2026-08-01,2026-08-01,0.2755641837151707,58,-0.1841849653155376,0.5321379242178504,0.7163228895333881
Core CPI,Producer Prices — All Commodities,Inflation,Inflation,776,1962-01-01,2026-08-01,2026-08-01,0.24587758950547678,58,-0.30913472851156004,0.560250357826727,0.869385086338287
Core CPI,Commercial & Industrial Loans,Inflation,Credit,776,1962-01-01,2026-08-01,2026-08-01,0.16533665271958256,58,-0.79101901154822,0.5859059599344667,1.3769249714826866
Core CPI,Consumer Credit,Inflation,Credit,776,1962-01-01,2026-08-01,2026-08-01,0.2781132754596019,57,-0.5562805125989168,0.6348442991888074,1.191124811787724
Core CPI,Federal Funds Rate,Inflation,Policy / Liquidity,776,1962-01-01,2026-08-01,2026-08-01,0.3421046940829384,58,-0.44703044128393393,0.5537656777788281,1.0007961190627621
Core CPI,Total Bank Reserves,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.29287187892819866,57,-0.74111185917561,0.27479894535384247,1.0159108045294525
Core CPI,M2 Money Supply,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.11919165989593805,57,-0.8114248691194941,0.4973551266846825,1.3087799958041766
Core CPI,Total Capacity Utilization,Inflation,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,0.11197940004671447,57,-0.3803288197437746,0.7638550693730317,1.1441838891168064
PCE Price Index,Core PCE Price Index,Inflation,Inflation,752,1964-01-01,2026-08-01,2026-08-01,0.7597518537069248,59,0.19863637373423998,0.9104014121307797,0.7117650383965397
PCE Price Index,Producer Prices — Final Demand,Inflation,Inflation,142,2014-11-01,2026-08-01,2026-08-01,0.7347325629252102,59,0.5844891386164689,0.7961632050435351,0.2116740664270662
PCE Price Index,Producer Prices — All Commodities,Inflation,Inflation,752,1964-01-01,2026-08-01,2026-08-01,0.7213364395611568,59,0.13109214328581045,0.8791220893903526,0.7480299461045422
PCE Price Index,Commercial & Industrial Loans,Inflation,Credit,752,1964-01-01,2026-08-01,2026-08-01,0.3836768905170293,59,-0.6550437380254446,0.6218470757903922,1.2768908138158368
PCE Price Index,Consumer Credit,Inflation,Credit,752,1964-01-01,2026-08-01,2026-08-01,0.2035642551846932,59,-0.4649214290197664,0.5234640903340737,0.9883855193538401
PCE Price Index,Federal Funds Rate,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,0.16884297653426011,59,-0.3258165384920453,0.7637109635497081,1.0895275020417534
PCE Price Index,Total Bank Reserves,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.18644213113973593,59,-0.7085514203201834,0.26922147328366347,0.9777728936038468
PCE Price Index,M2 Money Supply,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,0.1221419005663561,59,-0.6445302563397753,0.3148701046186084,0.9594003609583838
PCE Price Index,Total Capacity Utilization,Inflation,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,0.165549228269445,59,-0.42758558987654177,0.6166673617325484,1.0442529516090902
Core PCE Price Index,Producer Prices — Final Demand,Inflation,Inflation,142,2014-11-01,2026-08-01,2026-08-01,0.4240292429364204,59,0.3197745342203471,0.7277212910495027,0.4079467568291556
Core PCE Price Index,Producer Prices — All Commodities,Inflation,Inflation,752,1964-01-01,2026-08-01,2026-08-01,0.34042488926586195,59,-0.12822178410109172,0.7137283892870493,0.841950173388141
Core PCE Price Index,Commercial & Industrial Loans,Inflation,Credit,752,1964-01-01,2026-08-01,2026-08-01,0.30894977798709833,59,-0.6707310613061269,0.47498993553242175,1.1457209968385487
Core PCE Price Index,Consumer Credit,Inflation,Credit,752,1964-01-01,2026-08-01,2026-08-01,0.2593144696419648,59,-0.6590738113337269,0.5513069261209137,1.2103807374546407
Core PCE Price Index,Federal Funds Rate,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,0.31430690824211466,59,-0.3931519597911274,0.5790728575134405,0.9722248173045679
Core PCE Price Index,Total Bank Reserves,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.14880992326479334,59,-0.7580397078476833,0.3304372287569689,1.088476936604652
Core PCE Price Index,M2 Money Supply,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.00395352517518205,59,-0.7123582828221904,0.4189311133543435,1.131289396176534
Core PCE Price Index,Total Capacity Utilization,Inflation,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,0.05731122070326662,59,-0.4643907473348966,0.6849940129514767,1.1493847602863734
Producer Prices — Final Demand,Producer Prices — All Commodities,Inflation,Inflation,142,2014-11-01,2026-08-01,2026-08-01,0.8320236311099624,60,0.6906870072090897,0.8567153477586076,0.16602834054951787
Producer Prices — Final Demand,Commercial & Industrial Loans,Inflation,Credit,142,2014-11-01,2026-08-01,2026-08-01,0.20161540520966661,60,-0.47004726628559784,0.20161540520966661,0.6716626714952645
Producer Prices — Final Demand,Consumer Credit,Inflation,Credit,142,2014-11-01,2026-08-01,2026-08-01,0.18258195570325456,59,-0.07093516661548573,0.40192005877750375,0.47285522539298946
Producer Prices — Final Demand,Federal Funds Rate,Inflation,Policy / Liquidity,142,2014-11-01,2026-08-01,2026-08-01,-0.07889784991971405,60,-0.17467134544667154,0.4570857211404306,0.6317570665871022
Producer Prices — Final Demand,Total Bank Reserves,Inflation,Policy / Liquidity,142,2014-11-01,2026-08-01,2026-08-01,-0.21214592248862466,59,-0.4859164147687609,0.3919767217462521,0.877893136515013
Producer Prices — Final Demand,M2 Money Supply,Inflation,Policy / Liquidity,142,2014-11-01,2026-08-01,2026-08-01,0.22778057818668446,59,-0.5046366689587272,0.41366462980100244,0.9183012987597297
Producer Prices — Final Demand,Total Capacity Utilization,Inflation,External / Structural,142,2014-11-01,2026-08-01,2026-08-01,0.3004699847696137,59,0.02346286221416123,0.5297000576104691,0.5062371953963078
Producer Prices — All Commodities,Commercial & Industrial Loans,Inflation,Credit,896,1952-01-01,2026-08-01,2026-08-01,0.20899505050386719,60,-0.670206960413763,0.5693434949070895,1.2395504553208525
Producer Prices — All Commodities,Consumer Credit,Inflation,Credit,944,1948-01-01,2026-08-01,2026-08-01,0.086751492001137,59,-0.29462725575343174,0.47256166913670017,0.7671889248901319
Producer Prices — All Commodities,Federal Funds Rate,Inflation,Policy / Liquidity,806,1959-07-01,2026-08-01,2026-08-01,-0.14225675079901848,60,-0.29142571447741816,0.7590801339998849,1.050505848477303
Producer Prices — All Commodities,Total Bank Reserves,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.20225988281106747,59,-0.6901670397990587,0.34479304215558637,1.0349600819546452
Producer Prices — All Commodities,M2 Money Supply,Inflation,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,0.2941943243877711,59,-0.6772920072266682,0.43829895062598007,1.1155909578526482
Producer Prices — All Commodities,Total Capacity Utilization,Inflation,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,0.26936302109561616,59,-0.1867024015931889,0.7087311090362598,0.8954335106294486
Commercial & Industrial Loans,Consumer Credit,Credit,Credit,896,1952-01-01,2026-08-01,2026-08-01,0.32103952896499116,59,-0.6806438366152985,0.7066404443775085,1.387284280992807
Commercial & Industrial Loans,Federal Funds Rate,Credit,Policy / Liquidity,806,1959-07-01,2026-08-01,2026-08-01,0.33377296959729824,60,-0.7430573925131775,0.6366306246430876,1.379688017156265
Commercial & Industrial Loans,Total Bank Reserves,Credit,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.20825687391430686,59,-0.3596314976512201,0.8399207864114294,1.1995522840626496
Commercial & Industrial Loans,M2 Money Supply,Credit,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,0.10814566035683948,59,-0.6290532734420314,0.9376135229860213,1.5666667964280527
Commercial & Industrial Loans,Total Capacity Utilization,Credit,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,0.0897857103729965,59,-0.8938458359801118,0.4655594416393209,1.3594052776194328
Consumer Credit,Federal Funds Rate,Credit,Policy / Liquidity,806,1959-07-01,2026-08-01,2026-08-01,0.37396084769815063,59,-0.6668982417825652,0.6678085302341733,1.3347067720167385
Consumer Credit,Total Bank Reserves,Credit,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,0.0016926382305984982,59,-0.73252168552575,0.3803384175212487,1.1128601030469987
Consumer Credit,M2 Money Supply,Credit,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.10936600369739573,59,-0.7954244596950195,0.3984274038611936,1.1938518635562132
Consumer Credit,Total Capacity Utilization,Credit,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,-0.14895713502643604,59,-0.43974326718642415,0.5955095008169909,1.0352527680034151
Federal Funds Rate,Total Bank Reserves,Policy / Liquidity,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.04960162343778868,59,-0.9681850258551179,0.39173306457275336,1.3599180904278714
Federal Funds Rate,M2 Money Supply,Policy / Liquidity,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.476889739815825,59,-0.8413596013445065,0.3608034364402368,1.2021630377847434
Federal Funds Rate,Total Capacity Utilization,Policy / Liquidity,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,-0.07426571134366658,59,-0.18644741237162316,0.6508895647573686,0.8373369771289918
Total Bank Reserves,M2 Money Supply,Policy / Liquidity,Policy / Liquidity,752,1964-01-01,2026-08-01,2026-08-01,-0.06052757096860171,59,-0.26968293025584916,0.8960010292703583,1.1656839595262074
Total Bank Reserves,Total Capacity Utilization,Policy / Liquidity,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,0.08028696225054648,59,-0.8525739768206783,0.3269634343387073,1.1795374111593855
M2 Money Supply,Total Capacity Utilization,Policy / Liquidity,External / Structural,656,1972-01-01,2026-08-01,2026-08-01,0.18408528347979744,59,-0.9320116450272988,0.3556341444988148,1.2876457895261137
